repeat,fold,split_id,evaluation,method,accuracy,balanced_accuracy,macro_f1,log_loss,brier
4,3,R4F3,canonical_max_severity,Operator-aware logistic EM,0.5736196319018405,0.42558764751624745,0.4122740938976443,0.9103739291342393,0.551110401344506
4,3,R4F3,transport_HbA1c,Operator-aware logistic EM,0.6165644171779141,0.34355459355459356,0.27613812359575074,0.7764524885304892,0.4775348310561023
4,3,R4F3,transport_FPG,Operator-aware logistic EM,0.6196319018404908,0.4414201353055842,0.4266847159925109,0.8254762887142643,0.5048635530237661
4,3,R4F3,transport_OGTT,Operator-aware logistic EM,0.7361963190184049,0.3333333333333333,0.2826855123674912,0.6920872069528877,0.38274181431014387
4,3,R4F3,canonical_max_severity,Oracle-label logistic,0.6042944785276073,0.41796303683020875,0.39934579364508105,0.850860366631855,0.5106420696606228
4,3,R4F3,transport_HbA1c,Oracle-label logistic,0.6134969325153374,0.33928571428571425,0.2645694696511393,0.7697935501939764,0.47460080532273147
4,3,R4F3,transport_FPG,Oracle-label logistic,0.6134969325153374,0.4368621717692925,0.4189995536787174,0.8157158731893558,0.49762593904924773
4,3,R4F3,transport_OGTT,Oracle-label logistic,0.7361963190184049,0.3333333333333333,0.2826855123674912,0.6889948115605493,0.3864045814383287
4,4,R4F4,canonical_max_severity,GALIATSATOS/PLA-BN TAN,0.5552147239263804,0.4167749493337846,0.41445326397034177,1.090579944389553,0.5981688780484271
4,4,R4F4,transport_HbA1c,GALIATSATOS/PLA-BN TAN,0.6595092024539877,0.3443396226415094,0.28793897086580017,0.6951542507683993,0.42592889441129517
4,4,R4F4,transport_FPG,GALIATSATOS/PLA-BN TAN,0.6165644171779141,0.43662074815009805,0.42407062556038344,0.8607843930716044,0.5267028518613988
4,4,R4F4,transport_OGTT,GALIATSATOS/PLA-BN TAN,0.7515337423312883,0.32407407407407407,0.28604786923525977,0.6689524128400511,0.37583306800766686
4,4,R4F4,canonical_max_severity,Operator-aware logistic EM,0.6503067484662577,0.4741808793962763,0.47491058564285105,0.8098829765206272,0.483842664266178
4,4,R4F4,transport_HbA1c,Operator-aware logistic EM,0.6687116564417178,0.3522012578616352,0.3013784461152882,0.6507762479815875,0.4058932886505449
4,4,R4F4,transport_FPG,Operator-aware logistic EM,0.647239263803681,0.4564066567225293,0.4424515746429729,0.7734815119133764,0.4733924352008028
4,4,R4F4,transport_OGTT,Operator-aware logistic EM,0.7730061349693251,0.36577554998607625,0.348331060950361,0.6248323301375879,0.34800229788156184
4,4,R4F4,canonical_max_severity,Oracle-label logistic,0.6687116564417178,0.4722111421353543,0.45444230204638686,0.782629851822007,0.46737075045058324
4,4,R4F4,transport_HbA1c,Oracle-label logistic,0.6533742331288344,0.3364779874213837,0.2694210944615581,0.6544368653615149,0.40738137334255387
4,4,R4F4,transport_FPG,Oracle-label logistic,0.656441717791411,0.46404024450878884,0.44950338522871774,0.7673993845789768,0.46858897566412205
4,4,R4F4,transport_OGTT,Oracle-label logistic,0.7730061349693251,0.3333333333333333,0.2906574394463668,0.6233879792103566,0.348674378710643
4,5,R4F5,canonical_max_severity,GALIATSATOS/PLA-BN TAN,0.5276073619631901,0.40626699786053594,0.40433368409622844,1.2733635369768872,0.6553121018420008
4,5,R4F5,transport_HbA1c,GALIATSATOS/PLA-BN TAN,0.6503067484662577,0.40822931114193245,0.4053475935828877,0.7334461224568748,0.44588376247700934
4,5,R4F5,transport_FPG,GALIATSATOS/PLA-BN TAN,0.5398773006134969,0.3811495612737848,0.3737863255678489,0.9492238077623385,0.5827199244454422
4,5,R4F5,transport_OGTT,GALIATSATOS/PLA-BN TAN,0.696319018404908,0.32756132756132755,0.2756527018822101,0.8248463253184838,0.44558579138849996
4,5,R4F5,canonical_max_severity,Operator-aware logistic EM,0.6319018404907976,0.45751491782604664,0.4478849444787674,0.8209111779788054,0.5062563433072682
4,5,R4F5,transport_HbA1c,Operator-aware logistic EM,0.696319018404908,0.43929149329634765,0.43736093066320203,0.6470290224681992,0.40253514736090656
4,5,R4F5,transport_FPG,Operator-aware logistic EM,0.6257668711656442,0.43990929705215426,0.42808197342944104,0.7900868801961547,0.4977383992355658
4,5,R4F5,transport_OGTT,Operator-aware logistic EM,0.7085889570552147,0.3333333333333333,0.2764811490125673,0.7123878423405158,0.41390672311585053
4,5,R4F5,canonical_max_severity,Oracle-label logistic,0.6319018404907976,0.43551389442893235,0.4186042684833226,0.7956838604852118,0.48808529381424337
4,5,R4F5,transport_HbA1c,Oracle-label logistic,0.6717791411042945,0.3910367545076283,0.3778877234646085,0.6639072751694587,0.4110089075621025
4,5,R4F5,transport_FPG,Oracle-label logistic,0.6226993865030674,0.4364586414275855,0.42408085741419077,0.7784570060653524,0.4895813067418954
4,5,R4F5,transport_OGTT,Oracle-label logistic,0.7085889570552147,0.3333333333333333,0.2764811490125673,0.7202027356911351,0.4176945029269514
5,1,R5F1,canonical_max_severity,GALIATSATOS/PLA-BN TAN,0.5688073394495413,0.3999679412523449,0.3932932147217862,1.2989714576035318,0.6327086508324051
5,1,R5F1,transport_HbA1c,GALIATSATOS/PLA-BN TAN,0.6085626911314985,0.35887781469176816,0.35535684716012583,0.7214067544227281,0.46138289503916985
5,1,R5F1,transport_FPG,GALIATSATOS/PLA-BN TAN,0.5351681957186545,0.3810829431532177,0.3603313029216699,0.9450367863704966,0.5727596860512645
